item,itemLabel,startDate,endDate,psid
Q1015710,Abdul Taib Mahmud,1978,1979,Q1015710-3FBC0C7D-A695-4129-BD78-3476CE28FD6B
Q181383,Mahathir Mohamad,1981-07-18,1986-05-06,Q181383-6845b35b-4980-2a09-5ff5-50dc8797833a
Q201124,Mustapha Harun,1974-09-15,1974,Q201124-4EFFBEE8-7E13-41E4-A950-BCFCE77D486E
Q264516,Abdul Razak Hussein,1974,1976,Q264516-434D3F22-A10A-4C9C-BE35-94042749C96E
Q264516,Abdul Razak Hussein,1957-08-31,1970-09-22,Q264516-610068F8-FA78-43D8-9B38-C8B9C6219F0D
Q272588,Abdullah Ahmad Badawi,2008,2009,Q272588-396799f4-4b75-a05f-5a7d-afa4e125b35d
Q272588,Abdullah Ahmad Badawi,1986-08-11,1987-05-07,Q272588-87552239-1179-4806-AC0E-461FA3C5F7DB
Q3176113,Syed Hamid Albar,1995-05-08,1999-12-14,Q3176113-3920373F-CCB4-44D3-B64C-315798335332
Q335366,Hamzah Abu Samah,1973-08-13,1974-09-14,Q335366-5CE4DB7D-178C-45D5-92D4-102DC39FA733
Q4072989,Tengku Ahmad Rithauddeen Tengku Ismail,1987-05-20,1990-10-26,Q4072989-FC566381-48E1-4041-8ECF-A487396CDA4A
Q4695503,Ahmad Zahid Hamidi,2009-04-10,2013-05-16,Q4695503-1c90d871-4a06-5a69-d6c2-3c96f425ce5e
Q529391,Hussein Onn,1976,1978,Q529391-059CE8E7-AA63-4C65-8454-64173B0C77BB
Q529391,Hussein Onn,1979,1981-07-16,Q529391-5A3CF8A7-4639-4239-AE69-082C36F0AC74
Q57675,Najib Razak,1999-12-15,2008-03-18,Q57675-6C0E2D19-7B57-45F9-BCD3-C0EBDC77F1CE
Q57675,Najib Razak,1990-10-27,1995-05-07,Q57675-A3AB9313-0651-42CC-B5BF-48109B5DDAC9
Q5772615,Hishammuddin Hussein,2021-08-30,,Q5772615-6B585D75-0B6B-43E6-A035-AF6BF0C2E9C5
Q5772615,Hishammuddin Hussein,2013-05-16,2018-05-09,Q5772615-92615EBA-8A81-4982-97F5-11FD8AB5CD7A
Q6084858,Ismail Sabri Yaakob,2020-03-20,2021-08-16,Q6084858-d22b0925-47ae-618c-bca6-7c630e02a666
Q6890904,Mohamad Sabu,2018-05-21,2020-02-24,Q6890904-091C0CE9-0BC7-4DFA-89A1-1E4EA4A34485
